Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Asia,,"Jan 6, 2020",0.013
Asia,,"Jan 7, 2020",0.013
Asia,,"Jan 8, 2020",0.013
Asia,,"Jan 9, 2020",0.013
Asia,,"Jan 10, 2020",0.013
Asia,,"Jan 11, 2020",0.013
Asia,,"Jan 12, 2020",0.013
Asia,,"Jan 13, 2020",0.013
Asia,,"Jan 14, 2020",0.013
Asia,,"Jan 15, 2020",0.013
Asia,,"Jan 16, 2020",0.013
Asia,,"Jan 17, 2020",0.014
Asia,,"Jan 18, 2020",0.018
Asia,,"Jan 19, 2020",0.047
Asia,,"Jan 20, 2020",0.051
Asia,,"Jan 21, 2020",0.084
Asia,,"Jan 22, 2020",0.115
Asia,,"Jan 23, 2020",0.136
Asia,,"Jan 24, 2020",0.193
Asia,,"Jan 25, 2020",0.29
Asia,,"Jan 26, 2020",0.434
Asia,,"Jan 27, 2020",0.605
Asia,,"Jan 28, 2020",0.985
Asia,,"Jan 29, 2020",1.303
Asia,,"Jan 30, 2020",1.68
Asia,,"Jan 31, 2020",2.11
Asia,,"Feb 1, 2020",2.565
Asia,,"Feb 2, 2020",3.126
Asia,,"Feb 3, 2020",3.732
Asia,,"Feb 4, 2020",4.43
Asia,,"Feb 5, 2020",5.269
Asia,,"Feb 6, 2020",6.075
Asia,,"Feb 7, 2020",6.759
Asia,,"Feb 8, 2020",7.498
Asia,,"Feb 9, 2020",8.062
Asia,,"Feb 10, 2020",8.705
Asia,,"Feb 11, 2020",9.242
Asia,,"Feb 12, 2020",9.68
Asia,,"Feb 13, 2020",12.944
Asia,,"Feb 14, 2020",13.842
Asia,,"Feb 15, 2020",14.393
Asia,,"Feb 16, 2020",14.83
Asia,,"Feb 17, 2020",15.275
Asia,,"Feb 18, 2020",15.684
Asia,,"Feb 19, 2020",16.066
Asia,,"Feb 20, 2020",16.164
Asia,,"Feb 21, 2020",16.375
Asia,,"Feb 22, 2020",16.601
Asia,,"Feb 23, 2020",16.804
Asia,,"Feb 24, 2020",16.893
Asia,,"Feb 25, 2020",17.039
Asia,,"Feb 26, 2020",17.201
Asia,,"Feb 27, 2020",17.414
Asia,,"Feb 28, 2020",17.612
Asia,,"Feb 29, 2020",17.941
Asia,,"Mar 1, 2020",18.243
Asia,,"Mar 2, 2020",18.53
Asia,,"Mar 3, 2020",18.804
Asia,,"Mar 4, 2020",19.13
Asia,,"Mar 5, 2020",19.4
Asia,,"Mar 6, 2020",19.693
Asia,,"Mar 7, 2020",20.115
Asia,,"Mar 8, 2020",20.465
Asia,,"Mar 9, 2020",20.716
Asia,,"Mar 10, 2020",20.914
Asia,,"Mar 11, 2020",21.203
Asia,,"Mar 12, 2020",21.555
Asia,,"Mar 13, 2020",21.85
Asia,,"Mar 14, 2020",22.244
Asia,,"Mar 15, 2020",22.632
Asia,,"Mar 16, 2020",23.051
Asia,,"Mar 17, 2020",23.444
Asia,,"Mar 18, 2020",23.864
Asia,,"Mar 19, 2020",24.317
Asia,,"Mar 20, 2020",24.835
Asia,,"Mar 21, 2020",25.382
Asia,,"Mar 22, 2020",26.024
Asia,,"Mar 23, 2020",26.614
Asia,,"Mar 24, 2020",27.307
Asia,,"Mar 25, 2020",28.196
Asia,,"Mar 26, 2020",29.191
Asia,,"Mar 27, 2020",30.351
Asia,,"Mar 28, 2020",31.868
Asia,,"Mar 29, 2020",33.457
Asia,,"Mar 30, 2020",34.989
Asia,,"Mar 31, 2020",36.627
Asia,,"Apr 1, 2020",38.306
Asia,,"Apr 2, 2020",40.122
Asia,,"Apr 3, 2020",42.034
Asia,,"Apr 4, 2020",43.393
Asia,,"Apr 5, 2020",46.05
Asia,,"Apr 6, 2020",48.25
Asia,,"Apr 7, 2020",50.268
Asia,,"Apr 8, 2020",52.34
Asia,,"Apr 9, 2020",54.393
Asia,,"Apr 10, 2020",56.585
Asia,,"Apr 11, 2020",58.966
Asia,,"Apr 12, 2020",61.786
Asia,,"Apr 13, 2020",64.268
Asia,,"Apr 14, 2020",66.802
Asia,,"Apr 15, 2020",69.222
Asia,,"Apr 16, 2020",71.682
Asia,,"Apr 17, 2020",74.481
Asia,,"Apr 18, 2020",77.03
Asia,,"Apr 19, 2020",79.68
Asia,,"Apr 20, 2020",82.332
Asia,,"Apr 21, 2020",85.39
Asia,,"Apr 22, 2020",88.253
Asia,,"Apr 23, 2020",90.728
Asia,,"Apr 24, 2020",93.644
Asia,,"Apr 25, 2020",96.276
Asia,,"Apr 26, 2020",99.151
Asia,,"Apr 27, 2020",101.617
Asia,,"Apr 28, 2020",104.008
Asia,,"Apr 29, 2020",106.53
Asia,,"Apr 30, 2020",109.279
Asia,,"May 1, 2020",112.09
Asia,,"May 2, 2020",114.975
Australia,AUS,"Jan 25, 2020",0.039
Australia,AUS,"Jan 26, 2020",0.157
Australia,AUS,"Jan 27, 2020",0.157
Australia,AUS,"Jan 28, 2020",0.157
Australia,AUS,"Jan 29, 2020",0.157
Australia,AUS,"Jan 30, 2020",0.235
Australia,AUS,"Jan 31, 2020",0.275
Australia,AUS,"Feb 1, 2020",0.353
Australia,AUS,"Feb 2, 2020",0.431
Australia,AUS,"Feb 3, 2020",0.431
Australia,AUS,"Feb 4, 2020",0.431
Australia,AUS,"Feb 5, 2020",0.471
Australia,AUS,"Feb 6, 2020",0.51
Australia,AUS,"Feb 7, 2020",0.549
Australia,AUS,"Feb 8, 2020",0.549
Australia,AUS,"Feb 9, 2020",0.549
Australia,AUS,"Feb 10, 2020",0.549
Australia,AUS,"Feb 11, 2020",0.549
Australia,AUS,"Feb 12, 2020",0.549
Australia,AUS,"Feb 13, 2020",0.549
Australia,AUS,"Feb 14, 2020",0.588
Australia,AUS,"Feb 15, 2020",0.588
Australia,AUS,"Feb 16, 2020",0.588
Australia,AUS,"Feb 17, 2020",0.588
Australia,AUS,"Feb 18, 2020",0.588
Australia,AUS,"Feb 19, 2020",0.588
Australia,AUS,"Feb 20, 2020",0.588
Australia,AUS,"Feb 21, 2020",0.667
Australia,AUS,"Feb 22, 2020",0.824
Australia,AUS,"Feb 23, 2020",0.863
Australia,AUS,"Feb 24, 2020",0.863
Australia,AUS,"Feb 25, 2020",0.863
Australia,AUS,"Feb 26, 2020",0.863
Australia,AUS,"Feb 27, 2020",0.902
Australia,AUS,"Feb 28, 2020",0.902
Australia,AUS,"Feb 29, 2020",0.98
Australia,AUS,"Mar 1, 2020",1.02
Australia,AUS,"Mar 2, 2020",1.137
Australia,AUS,"Mar 3, 2020",1.294
Australia,AUS,"Mar 4, 2020",1.608
Australia,AUS,"Mar 5, 2020",2.039
Australia,AUS,"Mar 6, 2020",2.314
Australia,AUS,"Mar 7, 2020",2.471
Australia,AUS,"Mar 8, 2020",2.902
Australia,AUS,"Mar 9, 2020",3.137
Australia,AUS,"Mar 10, 2020",3.922
Australia,AUS,"Mar 11, 2020",4.392
Australia,AUS,"Mar 12, 2020",4.941
Australia,AUS,"Mar 13, 2020",6.118
Australia,AUS,"Mar 14, 2020",7.726
Australia,AUS,"Mar 15, 2020",9.765
Australia,AUS,"Mar 16, 2020",11.686
Australia,AUS,"Mar 17, 2020",14.706
Australia,AUS,"Mar 18, 2020",17.804
Australia,AUS,"Mar 19, 2020",22.157
Australia,AUS,"Mar 20, 2020",27.804
Australia,AUS,"Mar 21, 2020",34.275
Australia,AUS,"Mar 22, 2020",43.059
Australia,AUS,"Mar 23, 2020",67.02
Australia,AUS,"Mar 24, 2020",71.491
Australia,AUS,"Mar 25, 2020",95.02
Australia,AUS,"Mar 26, 2020",109.765
Australia,AUS,"Mar 27, 2020",124.157
Australia,AUS,"Mar 28, 2020",132.471
Australia,AUS,"Mar 29, 2020",149.373
Australia,AUS,"Mar 30, 2020",160.511
Australia,AUS,"Mar 31, 2020",178.707
Australia,AUS,"Apr 1, 2020",184.589
Australia,AUS,"Apr 2, 2020",195.138
Australia,AUS,"Apr 3, 2020",204.864
Australia,AUS,"Apr 4, 2020",217.57
Australia,AUS,"Apr 5, 2020",223.021
Australia,AUS,"Apr 6, 2020",225.256
Australia,AUS,"Apr 7, 2020",229.178
Australia,AUS,"Apr 8, 2020",233.57
Australia,AUS,"Apr 9, 2020",237.334
Australia,AUS,"Apr 10, 2020",241.256
Australia,AUS,"Apr 11, 2020",244.629
Australia,AUS,"Apr 12, 2020",246.629
Australia,AUS,"Apr 13, 2020",247.923
Australia,AUS,"Apr 14, 2020",249.648
Australia,AUS,"Apr 15, 2020",251.609
Australia,AUS,"Apr 16, 2020",253.256
Australia,AUS,"Apr 17, 2020",254.786
Australia,AUS,"Apr 18, 2020",256.197
Australia,AUS,"Apr 19, 2020",258.276
Australia,AUS,"Apr 20, 2020",259.295
Australia,AUS,"Apr 21, 2020",259.805
Australia,AUS,"Apr 22, 2020",260.668
Australia,AUS,"Apr 23, 2020",260.942
Australia,AUS,"Apr 24, 2020",261.452
Australia,AUS,"Apr 25, 2020",262.237
Australia,AUS,"Apr 26, 2020",262.864
Australia,AUS,"Apr 27, 2020",263.256
Australia,AUS,"Apr 28, 2020",263.727
Australia,AUS,"Apr 29, 2020",264.237
Australia,AUS,"Apr 30, 2020",264.55
Australia,AUS,"May 1, 2020",265.178
Australia,AUS,"May 2, 2020",265.374
Austria,AUT,"Feb 26, 2020",0.222
Austria,AUT,"Feb 27, 2020",0.222
Austria,AUT,"Feb 28, 2020",0.555
Austria,AUT,"Feb 29, 2020",0.777
Austria,AUT,"Mar 1, 2020",1.11
Austria,AUT,"Mar 2, 2020",1.554
Austria,AUT,"Mar 3, 2020",1.999
Austria,AUT,"Mar 4, 2020",2.665
Austria,AUT,"Mar 5, 2020",3.22
Austria,AUT,"Mar 6, 2020",4.552
Austria,AUT,"Mar 7, 2020",8.216
Austria,AUT,"Mar 8, 2020",10.992
Austria,AUT,"Mar 9, 2020",11.325
Austria,AUT,"Mar 10, 2020",14.545
Austria,AUT,"Mar 11, 2020",20.208
Austria,AUT,"Mar 12, 2020",27.314
Austria,AUT,"Mar 13, 2020",40.083
Austria,AUT,"Mar 14, 2020",55.96
Austria,AUT,"Mar 15, 2020",72.726
Austria,AUT,"Mar 16, 2020",95.488
Austria,AUT,"Mar 17, 2020",112.809
Austria,AUT,"Mar 18, 2020",147.895
Austria,AUT,"Mar 19, 2020",182.759
Austria,AUT,"Mar 20, 2020",243.827
Austria,AUT,"Mar 21, 2020",294.124
Austria,AUT,"Mar 22, 2020",335.761
Austria,AUT,"Mar 23, 2020",403.158
Austria,AUT,"Mar 24, 2020",498.09
Austria,AUT,"Mar 25, 2020",586.472
Austria,AUT,"Mar 26, 2020",653.757
Austria,AUT,"Mar 27, 2020",780.445
Austria,AUT,"Mar 28, 2020",854.614
Austria,AUT,"Mar 29, 2020",920.568
Austria,AUT,"Mar 30, 2020",978.526
Austria,AUT,"Mar 31, 2020",1067.907
Austria,AUT,"Apr 1, 2020",1130.529
Austria,AUT,"Apr 2, 2020",1189.265
Austria,AUT,"Apr 3, 2020",1235.677
Austria,AUT,"Apr 4, 2020",1279.646
Austria,AUT,"Apr 5, 2020",1306.404
Austria,AUT,"Apr 6, 2020",1330.498
Austria,AUT,"Apr 7, 2020",1365.362
Austria,AUT,"Apr 8, 2020",1403.446
Austria,AUT,"Apr 9, 2020",1439.976
Austria,AUT,"Apr 10, 2020",1470.954
Austria,AUT,"Apr 11, 2020",1505.596
Austria,AUT,"Apr 12, 2020",1533.021
Austria,AUT,"Apr 13, 2020",1547.455
Austria,AUT,"Apr 14, 2020",1559.225
Austria,AUT,"Apr 15, 2020",1580.432
Austria,AUT,"Apr 16, 2020",1595.532
Austria,AUT,"Apr 17, 2020",1604.193
Austria,AUT,"Apr 18, 2020",1621.403
Austria,AUT,"Apr 19, 2020",1627.953
Austria,AUT,"Apr 20, 2020",1633.283
Austria,AUT,"Apr 21, 2020",1641.388
Austria,AUT,"Apr 22, 2020",1646.94
Austria,AUT,"Apr 23, 2020",1657.044
Austria,AUT,"Apr 24, 2020",1663.817
Austria,AUT,"Apr 25, 2020",1673.033
Austria,AUT,"Apr 26, 2020",1680.361
Austria,AUT,"Apr 27, 2020",1686.467
Austria,AUT,"Apr 28, 2020",1693.907
Austria,AUT,"Apr 29, 2020",1700.346
Austria,AUT,"Apr 30, 2020",1705.898
Austria,AUT,"May 1, 2020",1716.224
Austria,AUT,"May 2, 2020",1724.44
Azerbaijan,AZE,"Feb 29, 2020",0.099
Azerbaijan,AZE,"Mar 1, 2020",0.099
Azerbaijan,AZE,"Mar 2, 2020",0.296
Azerbaijan,AZE,"Mar 6, 2020",0.592
Azerbaijan,AZE,"Mar 7, 2020",0.888
Azerbaijan,AZE,"Mar 11, 2020",1.085
Azerbaijan,AZE,"Mar 12, 2020",1.282
Azerbaijan,AZE,"Mar 13, 2020",1.282
Azerbaijan,AZE,"Mar 15, 2020",1.874
Azerbaijan,AZE,"Mar 16, 2020",1.874
Azerbaijan,AZE,"Mar 17, 2020",1.874
Azerbaijan,AZE,"Mar 18, 2020",2.762
Azerbaijan,AZE,"Mar 19, 2020",3.353
Azerbaijan,AZE,"Mar 20, 2020",4.34
Azerbaijan,AZE,"Mar 21, 2020",4.34
Azerbaijan,AZE,"Mar 22, 2020",5.227
Azerbaijan,AZE,"Mar 23, 2020",6.411
Azerbaijan,AZE,"Mar 24, 2020",7.101
Azerbaijan,AZE,"Mar 25, 2020",8.581
Azerbaijan,AZE,"Mar 26, 2020",9.172
Azerbaijan,AZE,"Mar 27, 2020",12.033
Azerbaijan,AZE,"Mar 28, 2020",16.274
Azerbaijan,AZE,"Mar 29, 2020",17.95
Azerbaijan,AZE,"Mar 30, 2020",20.613
Azerbaijan,AZE,"Mar 31, 2020",26.925
Azerbaijan,AZE,"Apr 1, 2020",29.391
Azerbaijan,AZE,"Apr 2, 2020",35.407
Azerbaijan,AZE,"Apr 3, 2020",39.451
Azerbaijan,AZE,"Apr 4, 2020",43.692
Azerbaijan,AZE,"Apr 5, 2020",51.385
Azerbaijan,AZE,"Apr 6, 2020",57.598
Azerbaijan,AZE,"Apr 7, 2020",63.22
Azerbaijan,AZE,"Apr 8, 2020",70.716
Azerbaijan,AZE,"Apr 9, 2020",81.072
Azerbaijan,AZE,"Apr 10, 2020",91.329
Azerbaijan,AZE,"Apr 11, 2020",97.74
Azerbaijan,AZE,"Apr 12, 2020",104.348
Azerbaijan,AZE,"Apr 13, 2020",108.293
Azerbaijan,AZE,"Apr 14, 2020",113.224
Azerbaijan,AZE,"Apr 15, 2020",118.057
Azerbaijan,AZE,"Apr 16, 2020",123.58
Azerbaijan,AZE,"Apr 17, 2020",126.539
Azerbaijan,AZE,"Apr 18, 2020",132.161
Azerbaijan,AZE,"Apr 19, 2020",135.415
Azerbaijan,AZE,"Apr 20, 2020",137.881
Azerbaijan,AZE,"Apr 21, 2020",141.629
Azerbaijan,AZE,"Apr 22, 2020",145.968
Azerbaijan,AZE,"Apr 23, 2020",149.716
Azerbaijan,AZE,"Apr 24, 2020",152.675
Azerbaijan,AZE,"Apr 25, 2020",157.015
Azerbaijan,AZE,"Apr 26, 2020",159.48
Azerbaijan,AZE,"Apr 27, 2020",162.242
Azerbaijan,AZE,"Apr 28, 2020",165.497
Azerbaijan,AZE,"Apr 29, 2020",169.343
Azerbaijan,AZE,"Apr 30, 2020",174.176
Azerbaijan,AZE,"May 1, 2020",177.924
Azerbaijan,AZE,"May 2, 2020",182.855
Bahamas,BHS,"Mar 16, 2020",2.543
Bahamas,BHS,"Mar 17, 2020",2.543
Bahamas,BHS,"Mar 20, 2020",7.629
Bahamas,BHS,"Mar 21, 2020",10.172
Bahamas,BHS,"Mar 22, 2020",10.172
Bahamas,BHS,"Mar 23, 2020",10.172
Bahamas,BHS,"Mar 24, 2020",10.172
Bahamas,BHS,"Mar 25, 2020",10.172
Bahamas,BHS,"Mar 26, 2020",12.715
Bahamas,BHS,"Mar 27, 2020",22.886
Bahamas,BHS,"Mar 28, 2020",22.886
Bahamas,BHS,"Mar 29, 2020",27.972
Bahamas,BHS,"Mar 30, 2020",35.601
Bahamas,BHS,"Mar 31, 2020",35.601
Bahamas,BHS,"Apr 1, 2020",38.144
Bahamas,BHS,"Apr 2, 2020",53.401
Bahamas,BHS,"Apr 3, 2020",61.03
Bahamas,BHS,"Apr 4, 2020",61.03
Bahamas,BHS,"Apr 5, 2020",71.202
Bahamas,BHS,"Apr 6, 2020",73.745
Bahamas,BHS,"Apr 7, 2020",83.917
Bahamas,BHS,"Apr 8, 2020",91.545
Bahamas,BHS,"Apr 9, 2020",101.717
Bahamas,BHS,"Apr 10, 2020",104.26
Bahamas,BHS,"Apr 11, 2020",106.803
Bahamas,BHS,"Apr 12, 2020",116.975
Bahamas,BHS,"Apr 13, 2020",119.517
Bahamas,BHS,"Apr 14, 2020",124.603
Bahamas,BHS,"Apr 15, 2020",124.603
Bahamas,BHS,"Apr 16, 2020",134.775
Bahamas,BHS,"Apr 17, 2020",137.318
Bahamas,BHS,"Apr 18, 2020",139.861
Bahamas,BHS,"Apr 19, 2020",147.49
Bahamas,BHS,"Apr 20, 2020",152.575
Bahamas,BHS,"Apr 21, 2020",162.747
Bahamas,BHS,"Apr 22, 2020",165.29
Bahamas,BHS,"Apr 23, 2020",178.005
Bahamas,BHS,"Apr 24, 2020",183.091
Bahamas,BHS,"Apr 25, 2020",185.633
Bahamas,BHS,"Apr 26, 2020",198.348
Bahamas,BHS,"Apr 27, 2020",203.434
Bahamas,BHS,"Apr 28, 2020",203.434
Bahamas,BHS,"Apr 29, 2020",203.434
Bahamas,BHS,"Apr 30, 2020",203.434
Bahamas,BHS,"May 1, 2020",205.977
Bahamas,BHS,"May 2, 2020",208.52
Bahrain,BHR,"Feb 24, 2020",0.588
Bahrain,BHR,"Feb 25, 2020",1.175
Bahrain,BHR,"Feb 26, 2020",13.517
Bahrain,BHR,"Feb 27, 2020",19.394
Bahrain,BHR,"Feb 28, 2020",19.394
Bahrain,BHR,"Feb 29, 2020",22.332
Bahrain,BHR,"Mar 1, 2020",24.095
Bahrain,BHR,"Mar 2, 2020",27.621
Bahrain,BHR,"Mar 4, 2020",28.797
Bahrain,BHR,"Mar 5, 2020",30.56
Bahrain,BHR,"Mar 6, 2020",30.56
Bahrain,BHR,"Mar 7, 2020",32.911
Bahrain,BHR,"Mar 8, 2020",37.024
Bahrain,BHR,"Mar 9, 2020",46.427
Bahrain,BHR,"Mar 10, 2020",64.058
Bahrain,BHR,"Mar 11, 2020",64.646
Bahrain,BHR,"Mar 12, 2020",95.205
Bahrain,BHR,"Mar 13, 2020",95.205
Bahrain,BHR,"Mar 14, 2020",123.414
Bahrain,BHR,"Mar 15, 2020",124.002
Bahrain,BHR,"Mar 16, 2020",125.765
Bahrain,BHR,"Mar 17, 2020",129.879
Bahrain,BHR,"Mar 18, 2020",139.282
Bahrain,BHR,"Mar 19, 2020",150.448
Bahrain,BHR,"Mar 20, 2020",158.088
Bahrain,BHR,"Mar 21, 2020",167.491
Bahrain,BHR,"Mar 22, 2020",179.833
Bahrain,BHR,"Mar 23, 2020",196.288
Bahrain,BHR,"Mar 24, 2020",199.226
Bahrain,BHR,"Mar 25, 2020",229.198
Bahrain,BHR,"Mar 26, 2020",246.241
Bahrain,BHR,"Mar 27, 2020",269.161
Bahrain,BHR,"Mar 28, 2020",273.863
Bahrain,BHR,"Mar 29, 2020",277.976
Bahrain,BHR,"Mar 30, 2020",293.844
Bahrain,BHR,"Mar 31, 2020",302.659
Bahrain,BHR,"Apr 1, 2020",333.219
Bahrain,BHR,"Apr 2, 2020",334.395
Bahrain,BHR,"Apr 3, 2020",377.883
Bahrain,BHR,"Apr 4, 2020",377.883
Bahrain,BHR,"Apr 5, 2020",404.329
Bahrain,BHR,"Apr 6, 2020",411.382
Bahrain,BHR,"Apr 7, 2020",444.292
Bahrain,BHR,"Apr 8, 2020",476.615
Bahrain,BHR,"Apr 9, 2020",483.667
Bahrain,BHR,"Apr 10, 2020",521.279
Bahrain,BHR,"Apr 11, 2020",586.513
Bahrain,BHR,"Apr 12, 2020",611.196
Bahrain,BHR,"Apr 13, 2020",667.614
Bahrain,BHR,"Apr 14, 2020",799.843
Bahrain,BHR,"Apr 15, 2020",897.987
Bahrain,BHR,"Apr 16, 2020",983.202
Bahrain,BHR,"Apr 17, 2020",999.07
Bahrain,BHR,"Apr 18, 2020",1024.928
Bahrain,BHR,"Apr 19, 2020",1041.971
Bahrain,BHR,"Apr 20, 2020",1100.74
Bahrain,BHR,"Apr 21, 2020",1120.721
Bahrain,BHR,"Apr 22, 2020",1159.509
Bahrain,BHR,"Apr 23, 2020",1179.49
Bahrain,BHR,"Apr 24, 2020",1302.904
Bahrain,BHR,"Apr 25, 2020",1479.799
Bahrain,BHR,"Apr 26, 2020",1521.524
Bahrain,BHR,"Apr 27, 2020",1555.61
Bahrain,BHR,"Apr 28, 2020",1600.275
Bahrain,BHR,"Apr 29, 2020",1651.991
Bahrain,BHR,"Apr 30, 2020",1716.637
Bahrain,BHR,"May 1, 2020",1786.572
Bahrain,BHR,"May 2, 2020",1862.971
Bangladesh,BGD,"Mar 9, 2020",0.018
Bangladesh,BGD,"Mar 15, 2020",0.018
Bangladesh,BGD,"Mar 17, 2020",0.03
Bangladesh,BGD,"Mar 18, 2020",0.049
Bangladesh,BGD,"Mar 19, 2020",0.061
Bangladesh,BGD,"Mar 20, 2020",0.061
Bangladesh,BGD,"Mar 21, 2020",0.103
Bangladesh,BGD,"Mar 22, 2020",0.146
Bangladesh,BGD,"Mar 23, 2020",0.164
Bangladesh,BGD,"Mar 24, 2020",0.2
Bangladesh,BGD,"Mar 25, 2020",0.237
Bangladesh,BGD,"Mar 26, 2020",0.237
Bangladesh,BGD,"Mar 27, 2020",0.291
Bangladesh,BGD,"Mar 28, 2020",0.291
Bangladesh,BGD,"Mar 29, 2020",0.291
Bangladesh,BGD,"Mar 30, 2020",0.298
Bangladesh,BGD,"Mar 31, 2020",0.298
Bangladesh,BGD,"Apr 1, 2020",0.31
Bangladesh,BGD,"Apr 2, 2020",0.328
Bangladesh,BGD,"Apr 3, 2020",0.34
Bangladesh,BGD,"Apr 4, 2020",0.37
Bangladesh,BGD,"Apr 5, 2020",0.425
Bangladesh,BGD,"Apr 6, 2020",0.534
Bangladesh,BGD,"Apr 7, 2020",0.747
Bangladesh,BGD,"Apr 8, 2020",0.996
Bangladesh,BGD,"Apr 9, 2020",1.324
Bangladesh,BGD,"Apr 10, 2020",2.004
Bangladesh,BGD,"Apr 11, 2020",2.575
Bangladesh,BGD,"Apr 12, 2020",2.927
Bangladesh,BGD,"Apr 13, 2020",3.771
Bangladesh,BGD,"Apr 14, 2020",4.876
Bangladesh,BGD,"Apr 15, 2020",6.145
Bangladesh,BGD,"Apr 16, 2020",7.475
Bangladesh,BGD,"Apr 17, 2020",9.545
Bangladesh,BGD,"Apr 18, 2020",11.16
Bangladesh,BGD,"Apr 19, 2020",13.018
Bangladesh,BGD,"Apr 20, 2020",14.913
Bangladesh,BGD,"Apr 21, 2020",17.9
Bangladesh,BGD,"Apr 22, 2020",20.536
Bangladesh,BGD,"Apr 23, 2020",22.904
Bangladesh,BGD,"Apr 24, 2020",25.418
Bangladesh,BGD,"Apr 25, 2020",28.472
Bangladesh,BGD,"Apr 26, 2020",30.348
Bangladesh,BGD,"Apr 27, 2020",32.886
Bangladesh,BGD,"Apr 28, 2020",35.904
Bangladesh,BGD,"Apr 29, 2020",39.238
Bangladesh,BGD,"Apr 30, 2020",43.13
Bangladesh,BGD,"May 1, 2020",46.554
Bangladesh,BGD,"May 2, 2020",50.021
Barbados,BRB,"Mar 18, 2020",3.48
Barbados,BRB,"Mar 19, 2020",3.48
Barbados,BRB,"Mar 20, 2020",6.96
Barbados,BRB,"Mar 21, 2020",20.879
Barbados,BRB,"Mar 22, 2020",48.718
Barbados,BRB,"Mar 23, 2020",59.157
Barbados,BRB,"Mar 24, 2020",59.157
Barbados,BRB,"Mar 25, 2020",62.637
Barbados,BRB,"Mar 26, 2020",62.637
Barbados,BRB,"Mar 27, 2020",83.516
Barbados,BRB,"Mar 28, 2020",83.516
Barbados,BRB,"Mar 29, 2020",90.475
Barbados,BRB,"Mar 30, 2020",114.834
Barbados,BRB,"Mar 31, 2020",118.314
Barbados,BRB,"Apr 1, 2020",118.314
Barbados,BRB,"Apr 2, 2020",156.592
Barbados,BRB,"Apr 3, 2020",156.592
Barbados,BRB,"Apr 4, 2020",156.592
Barbados,BRB,"Apr 5, 2020",177.471
Barbados,BRB,"Apr 6, 2020",194.87
Barbados,BRB,"Apr 7, 2020",208.789
Barbados,BRB,"Apr 8, 2020",219.229
Barbados,BRB,"Apr 9, 2020",219.229
Barbados,BRB,"Apr 10, 2020",229.668
Barbados,BRB,"Apr 11, 2020",233.148
Barbados,BRB,"Apr 12, 2020",236.628
Barbados,BRB,"Apr 13, 2020",247.067
Barbados,BRB,"Apr 14, 2020",250.547
Barbados,BRB,"Apr 15, 2020",254.027
Barbados,BRB,"Apr 16, 2020",260.987
Barbados,BRB,"Apr 17, 2020",260.987
Barbados,BRB,"Apr 18, 2020",260.987
Barbados,BRB,"Apr 19, 2020",260.987
Barbados,BRB,"Apr 20, 2020",260.987
Barbados,BRB,"Apr 21, 2020",260.987
Barbados,BRB,"Apr 22, 2020",260.987
Barbados,BRB,"Apr 23, 2020",264.466
Barbados,BRB,"Apr 24, 2020",264.466
Barbados,BRB,"Apr 25, 2020",264.466
Barbados,BRB,"Apr 26, 2020",274.906
Barbados,BRB,"Apr 27, 2020",274.906
Barbados,BRB,"Apr 28, 2020",278.386
Barbados,BRB,"Apr 29, 2020",278.386
Barbados,BRB,"Apr 30, 2020",278.386
Barbados,BRB,"May 1, 2020",281.866
Barbados,BRB,"May 2, 2020",281.866
Belarus,BLR,"Feb 28, 2020",0.106
Belarus,BLR,"Feb 29, 2020",0.106
Belarus,BLR,"Mar 1, 2020",0.106
Belarus,BLR,"Mar 2, 2020",0.106
Belarus,BLR,"Mar 4, 2020",0.423
Belarus,BLR,"Mar 5, 2020",0.635
Belarus,BLR,"Mar 11, 2020",0.952
Belarus,BLR,"Mar 12, 2020",1.27
Belarus,BLR,"Mar 13, 2020",2.222
Belarus,BLR,"Mar 16, 2020",2.857
Belarus,BLR,"Mar 17, 2020",3.81
Belarus,BLR,"Mar 18, 2020",3.81
Belarus,BLR,"Mar 19, 2020",4.868
Belarus,BLR,"Mar 20, 2020",6.032
Belarus,BLR,"Mar 21, 2020",6.032
Belarus,BLR,"Mar 22, 2020",8.043
Belarus,BLR,"Mar 23, 2020",8.043
Belarus,BLR,"Mar 24, 2020",8.572
Belarus,BLR,"Mar 25, 2020",8.572
Belarus,BLR,"Mar 26, 2020",9.101
Belarus,BLR,"Mar 27, 2020",9.101
Belarus,BLR,"Mar 28, 2020",9.948
Belarus,BLR,"Mar 29, 2020",9.948
Belarus,BLR,"Mar 30, 2020",9.948
Belarus,BLR,"Mar 31, 2020",11.112
Belarus,BLR,"Apr 1, 2020",16.086
Belarus,BLR,"Apr 2, 2020",16.086
Belarus,BLR,"Apr 3, 2020",26.88
Belarus,BLR,"Apr 4, 2020",37.146
Belarus,BLR,"Apr 5, 2020",41.696
Belarus,BLR,"Apr 6, 2020",59.687
Belarus,BLR,"Apr 7, 2020",74.079
Belarus,BLR,"Apr 8, 2020",91.118
Belarus,BLR,"Apr 9, 2020",112.812
Belarus,BLR,"Apr 10, 2020",157.26
Belarus,BLR,"Apr 11, 2020",209.645
Belarus,BLR,"Apr 12, 2020",235.572
Belarus,BLR,"Apr 13, 2020",272.824
Belarus,BLR,"Apr 14, 2020",308.911
Belarus,BLR,"Apr 15, 2020",347.221
Belarus,BLR,"Apr 16, 2020",394.526
